SEDE;COD_FACULTAD;FACULTAD;COD_PLAN;PLAN;COD_NIVEL;NIVEL;AVANCE_CARRERA;COD_ACCESO;ACCESO;COD_SUBACCESO;SUBACCESO;CONVOCATORIA;APERTURA;T_DOCUMENTO;GENERO;EDAD;NUMERO_MATRICULAS;PAPA;PROME_ACADE;PBM_CALCULADO;ESTRATO;COD_DEPTO_RESIDENCIA;DEPTO_RESIDENCIA;COD_MUN_RESIDENCIA;MUNICIPIO_RESIDENCIA;COD_PROVINCIA;PROVINCIA_NACIMIENTO;COD_MINICIPIO;MUNICIPIO_NACIMIENTO;COD_NACIONALIDAD;PAIS-NACIONALIDAD;VICTIMAS_DEL_CONFLICTO;DISCAPACIDAD;CARACTER_COLEGIO;PUNTAJE_ADMISION
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;38.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2021-2S;2021-2S;NUMERO DE CEDULA;HOMBRE;19;6;4.3;4.3;2;1;;;;;20;CESAR;13;AGUSTIN CODAZZI;170;COLOMBIA;NO;NO;Plantel Oficial;481.04
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;19.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;19;4;4.3;4.3;28;2;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;574.928
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;13;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;19;4;3.4;3.7;8;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;599.606
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;22;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;TARJETA IDENTIDAD;MUJER;18;4;4.4;4.4;8;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;563.191
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;23.1;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;18;4;4.1;4.1;1;1;20;CESAR;1;VALLEDUPAR;13;BOLIVAR;1;CARTAGENA DE INDIAS;170;COLOMBIA;NO;NO;Plantel Oficial;597.335
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;15.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;TARJETA IDENTIDAD;HOMBRE;18;4;3.8;3.8;25;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;554.188
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;21.2;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;20;4;4.5;4.5;2;1;;;;;;;;;862;VENEZUELA;NO;NO;Plantel Oficial;569.458
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;4.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;21;4;3.4;3.5;5;1;;;;;8;ATLANTICO;1;BARRANQUILLA;170;COLOMBIA;NO;NO;Plantel Oficial;548.602
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;14.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;24;4;3.3;3.3;1;0;;;;;13;BOLIVAR;1;CARTAGENA DE INDIAS;170;COLOMBIA;NO;NO;Plantel Oficial;350.297
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;7.1;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;21;4;3.1;3.1;3;1;;;;;2;DPTO EXTRANJERO;999;CIUDAD EXTRANJERO;862;VENEZUELA;NO;NO;Plantel Privado;447.584
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;19.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;18;4;4.3;4.3;16;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;560.799
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;22;3;TRASLADO;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2023-2S;NUMERO DE CEDULA;MUJER;24;2;4.3;4.3;1;1;;;;;20;CESAR;750;SAN DIEGO;170;COLOMBIA;NO;NO;Plantel Oficial;
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;18;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;18;4;4.1;4.1;9;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;425.051
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;20.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;19;4;4.1;4.1;4;1;;;;;20;CESAR;621;LA PAZ;170;COLOMBIA;NO;NO;Plantel Oficial;619.467
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;21.2;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;20;4;3.8;3.8;1;1;;;;;2;DPTO EXTRANJERO;999;CIUDAD EXTRANJERO;862;VENEZUELA;NO;NO;Plantel Oficial;401.996
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;20;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;20;4;4.1;4.1;11;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;402.405
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;18;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;MUJER;19;4;4.3;4.3;2;1;;;;;44;LA GUAJIRA;1;RIOHACHA;170;COLOMBIA;NO;NO;Plantel Oficial;437.537
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;13.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2022-2S;2022-2S;NUMERO DE CEDULA;HOMBRE;20;4;3.8;3.8;10;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;422.518
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;9.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;21;PAES - POBLACION NEGRA, AFROCOLOMBIANA, PALENQUERA Y RAIZAL;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;18;3;3.9;3.9;12;1;;;;;20;CESAR;238;EL COPEY;170;COLOMBIA;NO;NO;Plantel Oficial;647.655
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;9.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;18;3;3.4;3.4;1;1;;;;;20;CESAR;621;LA PAZ;170;COLOMBIA;SI;NO;Plantel Oficial;409.301
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;10.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;17;3;4.2;4.2;6;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;525.626
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;10.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;3;PAES - INDIGENA;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;17;3;4.2;4.2;7;1;;;;;70;SUCRE;1;SINCELEJO;170;COLOMBIA;NO;NO;Plantel Oficial;474.748
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;12.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;16;3;4;4;3;1;;;;;20;CESAR;13;AGUSTIN CODAZZI;170;COLOMBIA;NO;NO;Plantel Oficial;415.563
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;NUMERO DE CEDULA;MUJER;18;3;3.7;3.7;1;1;20;CESAR;621;LA PAZ;20;CESAR;621;LA PAZ;170;COLOMBIA;SI;NO;Plantel Oficial;392.934
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;8.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;17;3;4.1;4.1;55;3;;;;;11;BOGOTA;1;BOGOTA;170;COLOMBIA;NO;NO;Plantel Privado;505.89
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;10.3;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;3;PAES - INDIGENA;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;18;3;3.9;3.9;7;0;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;455.867
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;10.6;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;MUJER;18;3;4.2;4.2;2;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;616.082
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;9.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;NUMERO DE CEDULA;HOMBRE;18;3;3.5;3.5;64;7;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;562.64
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;7.1;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;18;3;3.7;3.8;14;1;;;;;8;ATLANTICO;1;BARRANQUILLA;170;COLOMBIA;NO;NO;Plantel Oficial;474.468
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;NUMERO DE CEDULA;MUJER;24;3;4.1;4.1;5;1;;;;;20;CESAR;13;AGUSTIN CODAZZI;170;COLOMBIA;SI;NO;Plantel Oficial;458.566
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;12.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;NUMERO DE CEDULA;HOMBRE;19;3;4;4;4;1;;;;;20;CESAR;621;LA PAZ;170;COLOMBIA;SI;NO;Plantel Oficial;471.394
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;11;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-1S;2023-1S;TARJETA IDENTIDAD;HOMBRE;18;3;4.2;4.2;51;3;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;632.022
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;4.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;HOMBRE;18;2;4;4;22;1;20;CESAR;750;SAN DIEGO;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;491.093
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2023-1S;2023-1S;NUMERO DE CEDULA;HOMBRE;19;2;3.2;3.2;2;1;;;;;2;DPTO EXTRANJERO;999;CIUDAD EXTRANJERO;862;VENEZUELA;SI;NO;Plantel Oficial;425.481
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;TARJETA IDENTIDAD;HOMBRE;18;;;;47;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;SI;NO;Plantel Privado;529.337
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2024-1S;2024-1S;TARJETA IDENTIDAD;MUJER;16;;;;38;1;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;479.648
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L001;BIOLOGIA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;NUMERO DE CEDULA;HOMBRE;20;;;;41;2;;;;;20;CESAR;621;LA PAZ;170;COLOMBIA;SI;NO;Plantel Oficial;448.867
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;NUMERO DE CEDULA;MUJER;19;;;;6;2;;;;;20;CESAR;13;AGUSTIN CODAZZI;170;COLOMBIA;SI;NO;Plantel Oficial;425.025
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;NUMERO DE CEDULA;MUJER;19;;;;34;1;;;;;20;CESAR;621;LA PAZ;170;COLOMBIA;SI;NO;Plantel Oficial;403.792
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;NUMERO DE CEDULA;MUJER;22;2;4.3;4.3;4;2;;;;;20;CESAR;621;LA PAZ;170;COLOMBIA;NO;NO;Plantel Oficial;328.138
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;2.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;NUMERO DE CEDULA;HOMBRE;19;2;3.4;3.4;19;2;;;;;11;BOGOTA;1;BOGOTA;170;COLOMBIA;NO;NO;Plantel Privado;441.198
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;5.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;NUMERO DE CEDULA;HOMBRE;25;2;3.2;3.2;11;1;20;CESAR;60;BOSCONIA;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;341.411
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L002;ESTADISTICA;3;PREGRADO;4.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;HOMBRE;18;2;3.9;3.9;37;2;;;;;11;BOGOTA;1;BOGOTA;170;COLOMBIA;NO;NO;Plantel Privado;438.015
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;NUMERO DE CEDULA;MUJER;18;;;;64;7;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;SI;NO;Plantel Oficial;522.576
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2024-1S;2024-1S;NUMERO DE CEDULA;HOMBRE;19;;;;39;2;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;567.847
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;NUMERO DE CEDULA;HOMBRE;18;;;;61;7;;;;;68;SANTANDER;1;BUCARAMANGA;170;COLOMBIA;SI;NO;Plantel Oficial;462.569
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;21;PAES - POBLACION NEGRA, AFROCOLOMBIANA, PALENQUERA Y RAIZAL;2024-1S;2024-1S;TARJETA IDENTIDAD;MUJER;17;;;;2;1;;;;;20;CESAR;32;ASTREA;170;COLOMBIA;NO;NO;Plantel Oficial;470.694
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;3.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;HOMBRE;18;2;4.4;4.4;4;1;;;;;;;;;862;VENEZUELA;NO;NO;Plantel Oficial;888.484
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;4.9;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;HOMBRE;17;2;4.4;4.4;44;2;;;;;11;BOGOTA;1;BOGOTA;170;COLOMBIA;NO;NO;Plantel Privado;733.703
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;3.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;HOMBRE;18;2;4.3;4.3;19;3;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;596.535
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;2.2;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;MUJER;17;2;4.5;4.5;46;3;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;652.199
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;3.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;HOMBRE;17;2;4.6;4.6;24;1;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;673.278
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L006;INGENIERIA MECATRONICA;3;PREGRADO;3.8;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;TARJETA IDENTIDAD;MUJER;18;2;4.6;4.6;14;2;20;CESAR;443;MANAURE BALCON DEL CESAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;539.343
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;6.2;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2023-2S;2023-2S;NUMERO DE CEDULA;HOMBRE;20;2;3.3;3.3;30;3;;;;;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Privado;663.86
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;1;REGULAR DE PREGRADO;2024-1S;2024-1S;TARJETA IDENTIDAD;HOMBRE;17;;;;20;2;;;;;23;CORDOBA;1;MONTERIA;170;COLOMBIA;NO;NO;Plantel Oficial;472.867
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;TARJETA IDENTIDAD;HOMBRE;18;;;;2;1;;;;;20;CESAR;621;LA PAZ;170;COLOMBIA;SI;NO;Plantel Oficial;478.129
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L005;INGENIERIA BIOLOGICA;3;PREGRADO;0;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;24;VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA;2024-1S;2024-1S;NUMERO DE CEDULA;HOMBRE;24;;;;36;1;;;;;20;CESAR;750;SAN DIEGO;170;COLOMBIA;SI;NO;Nocturno;462.727
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L003;GEOGRAFIA;3;PREGRADO;86.5;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2019-2S;2019-2S;NUMERO DE CEDULA;HOMBRE;21;10;4.4;4.4;14;1;20;CESAR;621;LA PAZ;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;
SEDE DE LA PAZ;1004;ESCUELA DE PREGRADO LA PAZ;L004;GESTION CULTURAL Y COMUNICATIVA;3;PREGRADO;76.7;1;EXAMEN DE ADMISION A LA UNIVERSIDAD;29;PROGRAMA DE ADMISION ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ;2019-2S;2019-2S;NUMERO DE CEDULA;MUJER;24;10;4.5;4.5;8;2;20;CESAR;1;VALLEDUPAR;20;CESAR;1;VALLEDUPAR;170;COLOMBIA;NO;NO;Plantel Oficial;
